word,value
producer,1.0
producing,1.0
production,-1.0
productivity,2.0
profession,2.0
professional,3.0
professor,-2.0
professorship,-1.0
proficiency,2.0
prognosis,-2.0
prognostic,4.0
progression,-2.0
prohibited,-2.0
prohibition,-2.0
projectile,-2.0
projectiles,-2.0
prologue,3.0
prolong,1.0
prominently,2.0
promiscuous,-3.0
promotion,1.0
proof,-1.0
prop,-2.0
prophecy,-2.0
prophet,1.0
prophetic,-2.0
prophylactic,2.0
proposition,2.0
prospectively,-2.0
prostitute,-4.0
prostitution,-3.0
protecting,1.0
protector,1.0
protestant,1.0
prove,-1.0
proverbial,-5.0
provide,2.0
providing,1.0
proviso,2.0
prowl,-1.0
proxy,-1.0
prying,2.0
psalm,1.0
psychosis,-2.0
public,1.0
publicist,-2.0
puffy,2.0
puke,-1.0
pull,2.0
pulpit,-2.0
puma,3.0
punctuality,-2.0
pungent,-3.0
punishing,-2.0
punishment,-2.0
punt,-2.0
puppy,2.0
purely,2.0
purgatory,-4.0
purge,-3.0
purification,-1.0
purist,-2.0
purity,2.0
purr,2.0
pus,-2.0
putative,-2.0
quagmire,-2.0
quail,-3.0
quake,-2.0
qualifying,4.0
quarantine,-2.0
quell,-2.0
quest,1.0
question,1.0
quicken,-2.0
quickness,2.0
quicksilver,-2.0
quiescent,-1.0
quinine,1.0
quit,-1.0
quiver,-2.0
quivering,-2.0
quiz,1.0
quote,2.0
rabble,-3.0
rabies,-2.0
rack,1.0
racket,-3.0
radar,-2.0
radiate,2.0
radiation,-2.0
radio,3.0
radioactive,-1.0
radon,-2.0
raffle,-1.0
rags,-2.0
raid,-1.0
ram,-1.0
rambling,-2.0
rancid,3.0
ranger,-1.0
ransom,-1.0
rapping,2.0
raptors,-2.0
rarity,1.0
rat,-2.0
ratify,2.0
rating,-1.0
rattlesnake,-1.0
raucous,-1.0
rave,-3.0
ravenous,-2.0
ravine,-2.0
razor,-1.0
react,2.0
reader,2.0
readiness,2.0
reading,3.0
real,2.0
reappear,-1.0
rear,1.0
reason,-1.0
rebate,1.0
rebel,1.0
rebut,-2.0
recast,2.0
received,3.0
receiving,1.0
recesses,-2.0
recherche,3.0
recidivism,-2.0
recipient,3.0
reciprocate,2.0
reclamation,-1.0
recline,2.0
recognizable,3.0
recombination,-1.0
reconsideration,2.0
reconstruct,1.0
reconstruction,2.0
recorder,-2.0
recoup,-2.0
recreation,2.0
recreational,2.0
recruits,1.0
recurrent,-2.0
redress,-2.0
referee,-2.0
reflex,5.0
reflux,-2.0
reformation,-2.0
reformer,3.0
refractory,-2.0
refugee,-2.0
refurbish,3.0
regatta,3.0
regent,2.0
regiment,-1.0
registry,-2.0
regularity,-3.0
regulate,-2.0
regulatory,1.0
regurgitation,-2.0
rehabilitate,1.0
rehabilitation,2.0
reimburse,-1.0
reimbursement,2.0
rein,2.0
reinforcement,2.0
reinforcements,-2.0
reinstate,-1.0
rekindle,2.0
related,1.0
relative,3.0
relaxation,2.0
relegation,-1.0
relevant,2.0
reliability,2.0
reliance,2.0
relics,2.0
religion,1.0
relinquish,-2.0
remains,2.0
remake,1.0
remand,-2.0
remedial,3.0
remiss,-2.0
remodel,3.0
removal,-1.0
remove,-1.0
rencontre,-4.0
rend,-2.0
render,-2.0
renegade,3.0
renewal,1.0
renovate,1.0
renovation,2.0
reorganize,2.0
reparation,-3.0
repay,-2.0
repellant,-2.0
repellent,-3.0
repelling,-2.0
repent,-1.0
replenish,-3.0
replete,3.0
reporter,-2.0
repose,-1.0
represented,1.0
representing,2.0
reprint,3.0
reprisal,-2.0
reproductive,-2.0
republic,1.0
repulsion,2.0
requiem,1.0
rescind,-1.0
rescission,-2.0
resection,-2.0
reserve,1.0
resident,-3.0
resist,-1.0
resistant,-2.0
resisting,-1.0
resistive,-1.0
resolutely,2.0
resources,1.0
respectability,-3.0
respecting,1.0
respects,2.0
rest,-1.0
restitution,-3.0
restorative,1.0
restrain,-2.0
restrained,2.0
restraint,2.0
result,1.0
resultant,-2.0
resumption,-2.0
retain,-1.0
retaliation,-2.0
retardation,-2.0
retention,1.0
retirement,2.0
retort,-2.0
retraction,-1.0
retrenchment,-2.0
retribution,-2.0
retrograde,-2.0
reunion,3.0
revels,3.0
reverend,1.0
reverie,3.0
reversal,4.0
revise,1.0
revocation,-1.0
revolution,-2.0
revolver,-1.0
rheumatism,-1.0
rhythm,2.0
rhythmical,2.0
ribbon,-1.0
rickety,1.0
riddle,1.0
riddled,-2.0
rider,4.0
rifle,-1.0
rigor,3.0
ringer,3.0
riotous,4.0
ripe,1.0
ripen,2.0
rising,-1.0
riveting,3.0
roadster,2.0
robbery,-2.0
rock,3.0
rocket,1.0
rod,-2.0
rollicking,3.0
romanticism,-2.0
romp,1.0
rook,-2.0
rooted,-3.0
rota,-3.0
rotting,-1.0
roughness,1.0
roulette,-3.0
rout,4.0
routine,3.0
row,1.0
rowdy,-1.0
royalty,-1.0
rubble,-2.0
rubric,-3.0
rugged,2.0
rule,-1.0
ruse,-3.0
ruth,2.0
saber,-5.0
sacrifices,3.0
safeguard,1.0
safekeeping,1.0
sage,1.0
salary,-1.0
saliva,-2.0
sally,2.0
saloon,3.0
salvation,1.0
salve,3.0
samurai,2.0
sanctification,1.0
sanctify,-2.0
sanctuary,1.0
sanguine,-2.0
sanitary,-2.0
sarcoma,-2.0
satanic,-3.0
satin,-1.0
saturated,-2.0
savor,3.0
savory,2.0
scab,-5.0
scaffold,-2.0
scalpel,-2.0
scanty,-2.0
scarecrow,-2.0
scavenger,-2.0
scheme,-2.0
schism,-2.0
schizophrenia,-2.0
scholar,2.0
scholarship,1.0
school,2.0
sciatica,-2.0
scientific,1.0
scientist,2.0
scintilla,-2.0
score,4.0
scorpion,-1.0
scotch,2.0
scrapie,-2.0
scribe,2.0
scrimmage,2.0
script,1.0
scripture,1.0
scrub,-2.0
scrumptious,3.0
scrutinize,2.0
scrutiny,-2.0
sculpture,4.0
sea,1.0
seal,1.0
seals,-1.0
sear,-5.0
secession,-2.0
secluded,2.0
seclusion,3.0
secondhand,-2.0
secrecy,-3.0
secret,-1.0
secretariat,1.0
secrete,1.0
secretion,1.0
sectarian,-3.0
secular,3.0
securities,2.0
seduce,1.0
seduction,-3.0
seductive,3.0
seek,1.0
segregate,-2.0
segregated,-1.0
seize,-3.0
seizure,-2.0
senate,2.0
seniority,3.0
sense,2.0
sensibility,2.0
sensual,2.0
sensuality,2.0
sensuous,-2.0
sentimental,-1.0
sentimentality,-1.0
sentinel,3.0
sentry,2.0
separatist,-2.0
sepsis,-2.0
septic,-2.0
sequel,2.0
sequestration,-4.0
serial,-4.0
series,1.0
sermon,-1.0
serpent,1.0
serum,1.0
servant,2.0
serve,1.0
servile,-2.0
settlor,-3.0
severance,2.0
sewage,-1.0
sewer,-1.0
sewerage,-2.0
sex,-3.0
shack,-2.0
shackle,-2.0
shaking,-2.0
shanghai,1.0
shank,-1.0
shape,1.0
shapely,3.0
sharpen,2.0
shed,-3.0
shell,-2.0
shelter,1.0
shelved,-1.0
shepherd,2.0
sheriff,-3.0
shining,1.0
ship,1.0
shooter,-1.0
shooting,-1.0
shopkeeper,-2.0
shoplifting,-3.0
shopping,2.0
shortly,-1.0
shot,-1.0
shoulder,-1.0
shout,-1.0
shove,3.0
show,1.0
showy,4.0
shrapnel,-2.0
shrewd,2.0
shrink,-1.0
shrunk,1.0
shudder,-2.0
sib,3.0
signature,2.0
signify,-2.0
silk,-1.0
simmer,2.0
simmering,-1.0
sing,-1.0
singly,-1.0
singularly,3.0
sinner,-3.0
sinning,-1.0
sir,2.0
siren,-2.0
sissy,-3.0
sisterhood,2.0
sizzle,3.0
skewed,-2.0
skid,1.0
skip,-2.0
skirmish,-1.0
sky,1.0
slag,-1.0
slate,-1.0
slaughterhouse,-1.0
slaughtering,-4.0
slay,-3.0
slayer,-1.0
sleet,2.0
slender,2.0
slim,2.0
slimy,-3.0
slink,-2.0
slip,-1.0
slop,-3.0
slouch,-1.0
slough,-5.0
slowness,-2.0
sludge,-1.0
slum,-2.0
slush,-3.0
small,1.0
smashed,-2.0
smattering,2.0
smirk,2.0
smite,2.0
smith,-2.0
smoker,-2.0
smoothness,2.0
smuggle,-2.0
smuggler,-1.0
smuggling,-3.0
snake,-2.0
snarling,-1.0
sneaking,-1.0
sneeze,-2.0
snicker,-2.0
snide,-2.0
snort,-2.0
soak,-1.0
sobriety,2.0
socialism,-2.0
socialist,-2.0
soil,-1.0
soiled,-2.0
soldier,-3.0
solidity,2.0
solvency,-2.0
somatic,-2.0
sonar,-1.0
sonata,4.0
sonnet,2.0
sonorous,-2.0
soot,-2.0
sorcery,-3.0
sordid,-3.0
sorter,-3.0
sortie,-1.0
soulless,-3.0
soulmate,-2.0
soup,2.0
sovereign,-2.0
spa,1.0
spaniel,-5.0
spanking,-2.0
spasm,-2.0
spat,-2.0
spear,-1.0
special,1.0
specialist,2.0
specialize,1.0
specie,-2.0
speck,-5.0
spectacle,5.0
specter,-1.0
spectral,1.0
speculation,1.0
speech,-2.0
spelling,-2.0
spent,-2.0
spice,2.0
spider,2.0
spike,-1.0
spine,-2.0
spirits,1.0
spit,-3.0
splash,-2.0
splinter,-2.0
spoiler,-1.0
spoke,-1.0
spokesman,-2.0
sponge,-3.0
sponsor,-2.0
spouse,-1.0
sprain,-1.0
spree,-3.0
sprite,-2.0
spruce,-2.0
spur,1.0
squall,-2.0
squatter,-2.0
squeamish,-2.0
squelch,-1.0
staccato,-2.0
stagger,-2.0
staggering,-3.0
stalk,-1.0
stallion,2.0
stalwart,1.0
standing,-2.0
standoff,-2.0
star,1.0
staring,2.0
starlight,2.0
starry,1.0
start,-1.0
statement,-2.0
stationary,-1.0
statistical,1.0
statue,2.0
status,1.0
stave,-1.0
stealth,-1.0
stealthily,2.0
stealthy,2.0
sterile,-1.0
sterility,-2.0
sterling,1.0
steward,2.0
stillborn,3.0
stillness,-2.0
stinking,-1.0
stint,-1.0
stocks,1.0
stomach,-2.0
stone,-1.0
stoned,-2.0
stools,3.0
stoppage,-1.0
store,2.0
storm,-3.0
storming,-2.0
straits,1.0
stranded,-2.0
strategic,2.0
strategist,2.0
stray,-2.0
stretcher,-1.0
strip,-3.0
stripe,-1.0
stripped,-1.0
strive,1.0
stroke,-2.0
strongly,2.0
structural,1.0
structure,-1.0
stud,-5.0
study,-1.0
subdue,-3.0
subito,4.0
subject,1.0
sublimation,-3.0
submit,1.0
subscribe,3.0
subsidence,-2.0
subsidy,-1.0
subsist,-3.0
substance,1.0
substantiate,-2.0
succinct,-2.0
succulent,2.0
sudden,-2.0
suddenly,-1.0
sufficiency,1.0
suffocating,-2.0
suffocation,-2.0
sugar,2.0
suggest,-1.0
sultan,1.0
sultry,3.0
summons,-2.0
sump,-3.0
sun,1.0
sundial,2.0
sunny,2.0
sunset,3.0
superhuman,2.0
superman,3.0
superstar,1.0
supplication,2.0
supplies,-2.0
supply,-1.0
surcharge,-1.0
surety,-2.0
surge,-1.0
surgery,-2.0
surly,-2.0
surmise,-2.0
surpassing,-1.0
surprise,-2.0
surprised,-2.0
surprising,2.0
surprisingly,1.0
surrendering,1.0
surrogate,-1.0
surround,-1.0
surveillance,-1.0
surveying,1.0
survive,2.0
suspense,3.0
suspension,-1.0
swab,-5.0
swamp,-2.0
swampy,2.0
swarm,-3.0
swastika,-3.0
sweat,-2.0
sweetie,-4.0
sweets,2.0
swerve,-1.0
swig,-4.0
swim,-2.0
swine,-2.0
symbolic,1.0
symmetrical,2.0
symmetry,-2.0
sympathize,-3.0
symphony,4.0
synchronize,-2.0
syncope,-2.0
synergistic,-2.0
synod,2.0
synonymous,-2.0
syringe,-2.0
system,1.0
tabulate,-1.0
tackle,-1.0
tact,2.0
tactics,-2.0
tale,2.0
talisman,1.0
talk,1.0
talons,-2.0
tandem,2.0
tanned,-1.0
tantamount,-2.0
tardiness,-2.0
tariff,-1.0
tarry,-2.0
task,-1.0
tasteful,3.0
tasteless,-3.0
tasty,2.0
taught,3.0
tawny,-1.0
tax,-1.0
teach,2.0
teacher,2.0
team,4.0
tearful,-3.0
teasing,2.0
technology,1.0
tedium,-2.0
teeming,2.0
teens,-1.0
temperance,1.0
temperate,1.0
tempered,2.0
tenable,-2.0
tenancy,-2.0
tenant,-1.0
tenement,-1.0
terminal,-1.0
terminate,1.0
termination,-2.0
termite,-2.0
terrorist,-3.0
testament,1.0
testimony,-1.0
tetanus,-2.0
tether,-2.0
thanksgiving,3.0
theft,-4.0
theism,-3.0
theocratic,-2.0
theological,1.0
theology,1.0
theorem,-1.0
theoretical,2.0
theory,-1.0
therapeutic,2.0
therapeutics,-1.0
thermocouple,2.0
thermometer,-5.0
thief,-2.0
thinker,3.0
thirsty,-2.0
thirteenth,2.0
thorn,-2.0
thoroughbred,4.0
thought,2.0
thresh,-2.0
throne,-2.0
thump,-1.0
thumping,-1.0
thundering,-1.0
tiff,-2.0
tighten,2.0
tiling,-2.0
time,3.0
tinsel,-1.0
tipsy,-2.0
tirade,-3.0
tiredness,-2.0
tit,-1.0
title,4.0
toad,-4.0
toast,-3.0
tobacco,-2.0
toilet,-2.0
toils,-2.0
tolerate,-2.0
toleration,-3.0
tomb,-2.0
tomorrow,2.0
toothache,-2.0
tornado,-2.0
torpedo,-2.0
torrid,2.0
tort,-1.0
tortious,-2.0
touched,-1.0
tower,-1.0
towering,1.0
toxin,-2.0
track,-2.0
tract,-1.0
trade,1.0
traditional,3.0
trainer,1.0
trance,1.0
transaction,2.0
transcendence,-1.0
transcendental,1.0
transcript,-1.0
transitional,1.0
translation,2.0
trappings,3.0
traps,-1.0
travail,-4.0
traveling,1.0
treadmill,2.0
treasurer,-1.0
treat,-2.0
tree,-2.0
tremor,-1.0
trend,2.0
trepidation,3.0
trespass,-3.0
tribe,2.0
tribulation,2.0
tribunal,-1.0
tribune,-2.0
tributary,1.0
tribute,2.0
trifle,-2.0
trig,-2.0
trip,2.0
tripping,-2.0
troll,-1.0
truce,2.0
truck,-1.0
truss,-2.0
trustee,1.0
truth,-2.0
tumour,-2.0
tumult,-2.0
turbulence,-2.0
tussle,-3.0
tutelage,3.0
tutor,-1.0
twin,-2.0
twinkle,3.0
twitch,-2.0
typhoon,-2.0
ulcer,-2.0
ultimate,3.0
ultimately,1.0
umpire,-2.0
unaccountable,-2.0
unacknowledged,-2.0
unanimity,-1.0
unanimous,-1.0
unanticipated,-4.0
unassuming,3.0
unattached,-2.0
unattainable,1.0
unauthorized,-3.0
unavoidable,-2.0
unbeaten,4.0
unbelief,-2.0
unborn,-4.0
unbreakable,2.0
unbridled,-3.0
unbroken,2.0
uncanny,4.0
unchangeable,-2.0
unconscionable,-2.0
unconscious,-3.0
unconstrained,-2.0
uncontrollable,-3.0
uncover,-1.0
underline,2.0
understanding,2.0
undertaker,-2.0
undertaking,2.0
underwrite,-2.0
undesired,-2.0
undisclosed,-1.0
undiscovered,-1.0
undivided,1.0
undo,-2.0
undoubted,1.0
undying,3.0
uneducated,-2.0
unfairness,-2.0
unfold,-2.0
unfurnished,-2.0
ungodly,-3.0
unguarded,-1.0
unholy,-3.0
unification,2.0
uniformly,2.0
unimproved,-2.0
uninfected,-2.0
uninitiated,-2.0
uninspired,-2.0
unintended,-2.0
unintentional,-2.0
unintentionally,-2.0
uninterested,-2.0
uninteresting,-3.0
uninvited,3.0
unique,2.0
unison,2.0
unitary,1.0
university,3.0
unmanageable,-2.0
unofficial,3.0
unpaid,-1.0
unprecedented,2.0
unpretentious,3.0
unprotected,-2.0
unpublished,1.0
unquestioned,1.0
unrequited,2.0
unscathed,2.0
unseat,1.0
unsightly,-2.0
unsuitable,-2.0
unsung,2.0
unsurpassed,2.0
unsympathetic,2.0
untamed,3.0
untidy,-2.0
untie,-2.0
untitled,1.0
untold,-2.0
untoward,-3.0
untrained,-2.0
unverified,-1.0
unwashed,-2.0
unwitting,-2.0
uphill,-1.0
upright,3.0
urchin,-4.0
urgency,2.0
urn,-1.0
usher,1.0
usual,2.0
usurped,1.0
usury,-3.0
utility,1.0
utopian,-2.0
vacancy,-1.0
vacation,-1.0
vaccine,-2.0
vacuous,-2.0
validity,1.0
vampire,-1.0
vanguard,2.0
vanish,-1.0
vanished,-1.0
vanquish,-1.0
variable,1.0
varicella,-3.0
varicose,-3.0
veal,2.0
veer,-2.0
vegetative,-2.0
velvet,-1.0
velvety,-2.0
vendetta,2.0
venerable,2.0
veneration,3.0
veracity,1.0
verbosity,-2.0
verdant,2.0
verge,-2.0
verification,3.0
verified,1.0
verily,-4.0
vermin,-2.0
vernal,-1.0
versus,-3.0
vertigo,-1.0
verve,2.0
vesicular,-2.0
veteran,2.0
veto,2.0
vicar,2.0
victor,-2.0
vigil,-1.0
vigor,3.0
vigorous,-2.0
villager,-3.0
villain,-3.0
vindication,-2.0
virgin,1.0
virginity,2.0
visit,2.0
visitation,1.0
visitor,2.0
visor,-1.0
vital,2.0
vixen,3.0
vocabulary,2.0
volcano,-2.0
volunteer,1.0
volunteers,2.0
voluptuous,3.0
voodoo,-1.0
vote,2.0
votive,3.0
voucher,2.0
vow,1.0
voyage,1.0
vulgarity,2.0
vulture,-5.0
waffle,2.0
wages,-1.0
wait,-1.0
wan,2.0
wanting,1.0
warden,-2.0
ware,-1.0
warlock,-3.0
warranty,-1.0
warrior,2.0
wart,-2.0
watch,1.0
watchdog,-3.0
watchful,3.0
watchman,2.0
waterproof,-1.0
watery,-1.0
waver,-1.0
weakened,2.0
weakly,2.0
wear,-1.0
wearily,-2.0
weatherproof,2.0
weeds,-2.0
weigh,-2.0
weight,-1.0
weighty,-2.0
weirdo,-3.0
wen,-2.0
wench,-2.0
whack,-3.0
whim,-3.0
whip,-4.0
whirlpool,2.0
whirlwind,-3.0
whisky,3.0
white,-1.0
whiteness,-1.0
wicket,5.0
widespread,-3.0
widow,-1.0
widower,-1.0
wildcat,-2.0
wilderness,2.0
wildfire,-4.0
willful,-2.0
wimp,-3.0
winnings,2.0
wireless,1.0
wis,-2.0
wishful,-2.0
wit,2.0
witch,-2.0
witchcraft,-2.0
withdraw,-3.0
wither,-1.0
withered,-2.0
withstand,-2.0
witness,-1.0
wits,1.0
wizard,-2.0
womb,-2.0
wont,-2.0
wop,2.0
word,1.0
words,1.0
working,2.0
worm,-2.0
worship,1.0
wot,-4.0
wrangling,-3.0
wrecked,-2.0
wrench,-2.0
wrestling,1.0
wring,3.0
writer,-2.0
wrongdoing,-2.0
wry,-2.0
xenophobia,-3.0
yawning,-2.0
yell,-2.0
yellows,-2.0
yelp,-3.0
young,2.0
younger,2.0
youth,1.0
zany,1.0
zip,1.0
abandoning,-2.0
abandonments,2.0
abdicated,2.0
abdicates,2.0
abdicating,-2.0
abdication,-2.0
abdications,
aberrational,-2.0
aberrations,-3.0
abetting,-3.0
abnormalities,-3.0
abnormality,-3.0
abnormally,3.0
abolished,-1.0
abolishes,-1.0
abolishing,1.0
abrogated,2.0
abrogates,-2.0
abrogating,2.0
abrogation,-2.0
abrogations,
abruptness,-2.0
absences,-1.0
abusing,-3.0
abusively,-2.0
abusiveness,-2.0
acquiesce,-2.0
acquiesced,-2.0
acquiesces,-1.0
acquiescing,-1.0
acquittal,2.0
acquittals,-1.0
adulterating,-2.0
adulterations,
adversaries,-2.0
adversely,-1.0
adversities,-2.0
aftermaths,2.0
against,-1.0
aggravations,-2.0
alerted,-1.0
alerting,-1.0
alienates,-2.0
alienating,-2.0
alienations,
alleged,-1.0
allegedly,-2.0
alleges,-2.0
alleging,-2.0
annulled,-1.0
annulling,1.0
annulments,2.0
annuls,1.0
anomalies,-3.0
anomalously,3.0
anticompetitive,-2.0
antitrust,-2.0
argued,-1.0
arguing,-1.0
arrearage,
arrearages,-1.0
artificially,-1.0
assaulted,-2.0
assaulting,-3.0
assaults,-1.0
assertions,-2.0
attrition,-1.0
aversely,
backdating,-2.0
bail,-2.0
balked,-1.0
bankruptcies,-2.0
bankrupted,-3.0
bankrupting,-2.0
bankrupts,-2.0
bans,-2.0
barriers,-2.0
bottleneck,-2.0
bottlenecks,-2.0
breached,-2.0
breaches,-2.0
breaching,-2.0
breakage,-2.0
breakages,2.0
breakdowns,-2.0
bribed,-3.0
briberies,2.0
bribes,-3.0
bribing,-3.0
bridge,-2.0
canceled,-1.0
canceling,-1.0
cancellation,-1.0
cancellations,-2.0
carelessly,-1.0
cautioned,-2.0
cautioning,3.0
cautions,-2.0
cease,2.0
ceased,-1.0
ceases,2.0
ceasing,-1.0
censured,-2.0
censures,-2.0
censuring,-3.0
challenged,-1.0
challenges,-1.0
chargeoffs,3.0
circumvent,-2.0
circumvented,-2.0
circumventing,-2.0
circumventions,
circumvents,-2.0
claiming,-2.0
claims,-2.0
clawback,-2.0
closed,1.0
closeout,-4.0
closeouts,-2.0
closing,1.0
closings,-1.0
closures,-2.0
coerces,-3.0
coercing,-2.0
colluded,-3.0
colludes,
collusions,
collusive,-2.0
complicates,-2.0
complicating,-2.0
complications,-2.0
concealing,-1.0
concedes,-1.0
conceding,2.0
conciliations,
condemnations,-2.0
condemning,-2.0
condoned,-3.0
confessed,-1.0
confesses,-1.0
confessing,-3.0
confinements,2.0
confines,2.0
confining,-2.0
confiscated,-2.0
confiscates,-3.0
confiscating,-3.0
confiscations,-2.0
confrontations,-3.0
confronted,-1.0
confronting,-1.0
confronts,-1.0
confusingly,-2.0
conspirators,-3.0
conspired,-3.0
conspires,2.0
conspiring,-3.0
contended,-1.0
contends,-2.0
contentions,-2.0
contentiously,-2.0
contested,-2.0
contesting,-1.0
contraction,-2.0
contractions,1.0
contradicted,-2.0
contradicting,-2.0
contradictions,-2.0
contradicts,-2.0
controversies,-3.0
convicted,-2.0
convicting,2.0
convictions,-3.0
corrected,-2.0
correcting,-2.0
corrections,-2.0
corrects,2.0
corruptions,-4.0
corruptly,-3.0
corruptness,
counterclaim,-2.0
counterclaimed,
counterclaiming,
counterclaims,-2.0
counterfeit,-3.0
counterfeited,-2.0
counterfeiter,-4.0
counterfeiters,-4.0
counterfeiting,-4.0
counterfeits,-3.0
countermeasure,2.0
countermeasures,-2.0
crimes,-3.0
criminally,-2.0
crises,-3.0
critically,-3.0
crucially,-2.0
culpably,-2.0
curtail,-2.0
curtailed,-2.0
curtailing,-2.0
curtailment,-2.0
curtailments,-2.0
curtails,-2.0
cutback,-1.0
cutbacks,-1.0
cyberattack,2.0
cyberattacks,4.0
cyberbullying,-2.0
cybercrime,-2.0
cybercrimes,-2.0
cybercriminal,
cybercriminals,-4.0
dampen,1.0
dampened,2.0
dangerously,-2.0
dangers,-2.0
deadlocked,-2.0
deadlocking,2.0
deadlocks,-2.0
deadweights,
debarment,-2.0
debarments,
debarred,2.0
deceptions,-3.0
declined,-2.0
deface,-2.0
defaced,-2.0
defacement,-4.0
defamed,-2.0
defames,-2.0
defaming,-2.0
defaulted,-2.0
defaulting,-2.0
defaults,-2.0
defendants,-1.0
defends,-2.0
deficits,-2.0
defrauded,-3.0
defrauds,
degradations,-2.0
deliberated,2.0
deliberately,-3.0
delinquencies,-2.0
delinquently,
delinquents,-3.0
delist,-2.0
delisted,-2.0
delisting,-2.0
delists,
demised,2.0
demises,2.0
demising,
demolished,-3.0
demolishes,-3.0
demolishing,-3.0
demolitions,-3.0
demote,-2.0
demoted,1.0
demotes,-2.0
demoting,-2.0
demotion,-1.0
demotions,-2.0
denials,-2.0
denigrated,-2.0
denigrates,-2.0
denigrating,-2.0
denigration,-2.0
depleted,-2.0
depletes,-2.0
depleting,-2.0
depletion,-2.0
depletions,-2.0
deprecation,-3.0
depresses,-2.0
deprives,-2.0
depriving,-2.0
dereliction,-2.0
destabilization,-2.0
destabilize,-2.0
destabilized,-2.0
destabilizing,-2.0
detentions,-2.0
deteriorates,-3.0
deteriorations,-2.0
deterred,-2.0
deterrence,-2.0
deterrences,
deterrents,-2.0
deterring,-2.0
deters,-2.0
detrimentally,-2.0
detriments,-2.0
devalue,2.0
devalued,2.0
devalues,-2.0
devaluing,2.0
deviated,-2.0
deviates,-2.0
deviating,2.0
deviations,1.0
devolve,1.0
devolved,1.0
devolves,2.0
devolving,-2.0
difficultly,2.0
diminishes,2.0
diminishing,1.0
diminution,-2.0
disaffiliation,-2.0
disagreements,-2.0
disallowance,-2.0
disallowances,
disallowing,1.0
disallows,2.0
disappearance,-1.0
disappearances,-2.0
disappearing,-1.0
disapprovals,
disapproves,3.0
disassociates,-2.0
disassociating,2.0
disassociation,2.0
disassociations,
disavowed,-2.0
disavowing,-1.0
disavows,-2.0
disciplinary,-3.0
disclaimed,2.0
disclaimer,-1.0
disclaimers,-2.0
disclaiming,2.0
disclaims,-2.0
disclose,-1.0
discloses,-2.0
disclosing,-1.0
discontinuance,-2.0
discontinuances,
discontinuation,-1.0
discontinuations,
discontinues,-2.0
discontinuing,-1.0
discourages,2.0
discrediting,-2.0
discredits,-2.0
discrepancies,-2.0
discrepancy,-2.0
disfavored,-2.0
disfavoring,
disfavors,
disgorge,2.0
disgorged,2.0
disgorgement,-3.0
disgorgements,
disgorges,2.0
disgorging,2.0
dishonorably,-2.0
dishonored,-2.0
dishonoring,-3.0
dishonors,-2.0
disincentives,-2.0
disinterestedly,
disinterestedness,-2.0
disloyally,
dismiss,-1.0
dismissals,-2.0
dismissed,-1.0
dismisses,-1.0
dismissing,-1.0
disparagement,-2.0
disparagements,
disparities,-1.0
displacement,1.0
displacements,-2.0
displaces,-2.0
displacing,-2.0
dispossess,-2.0
dispossesses,
dispossessing,-2.0
disproportion,2.0
disproportional,-3.0
disproportionately,-2.0
disqualifications,-2.0
disqualifies,2.0
disqualifying,-2.0
disrupted,-2.0
disrupting,-2.0
disrupts,-2.0
dissented,2.0
dissenters,-2.0
dissents,-2.0
dissolutions,2.0
distortions,-2.0
distractions,-2.0
disturbances,-2.0
divert,-2.0
diverted,1.0
diverting,-2.0
diverts,-2.0
divest,2.0
divesting,-2.0
divestiture,2.0
divestitures,-1.0
divestments,-2.0
divests,2.0
divorced,-1.0
divulge,-2.0
divulged,-1.0
divulges,-3.0
divulging,-3.0
downgraded,-1.0
downgrades,-1.0
downgrading,-1.0
downsize,1.0
downsized,1.0
downsizes,-2.0
downsizing,-1.0
downsizings,-2.0
downtime,-2.0
downtimes,
downward,-1.0
downwards,-1.0
dropped,-1.0
droughts,-2.0
dysfunctional,-2.0
dysfunctions,-2.0
embargoed,-2.0
embargoes,-1.0
embargoing,
embarrassments,-2.0
embezzle,-3.0
embezzled,-3.0
embezzlements,-3.0
embezzler,-4.0
embezzles,-3.0
embezzling,-3.0
encroached,-2.0
encroaches,2.0
encroaching,-2.0
encroachments,-2.0
encumber,-2.0
encumbered,-2.0
encumbering,-4.0
encumbers,
encumbrances,-2.0
endangering,-2.0
endangerment,-3.0
endangers,-2.0
enjoined,2.0
enjoining,-3.0
enjoins,-2.0
eroded,-2.0
eroding,-2.0
erred,-3.0
erring,-2.0
errs,-3.0
escalated,-3.0
escalates,-3.0
escalating,-3.0
evaded,-2.0
evades,-3.0
evading,-2.0
evasions,-2.0
evicted,-1.0
evicting,-1.0
evictions,-1.0
evicts,-2.0
exacerbated,-3.0
exacerbates,-2.0
exacerbating,-2.0
exacerbations,-2.0
exculpate,2.0
exculpated,
exculpates,
exculpating,
exculpation,
exculpations,
exculpatory,-2.0
exoneration,2.0
exonerations,2.0
exploitations,-2.0
exploitative,-3.0
expropriated,-2.0
expropriates,
expropriating,-2.0
expropriations,-3.0
expulsions,-2.0
extenuating,-2.0
failings,-2.0
falsifications,-4.0
falsifies,-2.0
falsifying,-3.0
faulted,-3.0
fined,-1.0
fines,-1.0
forbids,-2.0
forcing,-1.0
foreclosed,-2.0
forecloses,2.0
foreclosing,-2.0
foregoes,2.0
foregone,-2.0
forestall,-1.0
forestalled,2.0
forestalling,-2.0
